       
     1	0
     2	0
     3	0
     4	0
     5	0
     6	0
     7	0
     8	0
     9	0
    10	0
    11	0
    12	0
    13	0
    14	0
    15	0
    16	0
    17	0
    18	0
    19	0
    20	0
    21	0
    22	0
    23	0
    24	0
    25	0
    26	0
    27	0
    28	0
    29	0
    30	0
    31	0
    32	0
    33	0
    34	0
    35	0
    36	0
    37	0
    38	0
    39	0
    40	0
    41	0
    42	0
    43	0
    44	0
    45	0
    46	0
    47	0
    48	0
    49	0
    50	0
    51	0
    52	0
    53	61
    54	63
    55	65
    56	65
    57	65
    58	66
    59	66
    60	66
    61	69
    62	69
    63	70
    64	72
    65	73
    66	73
    67	74
    68	74
    69	76
    70	76
    71	77
    72	77
    73	77
    74	78
    75	78
    76	78
    77	78
    78	79
    79	79
    80	80
    81	80
    82	80
    83	81
    84	81
    85	81
    86	81
    87	81
    88	81
    89	81
    90	82
    91	82
    92	82
    93	82
    94	82
    95	83
    96	83
    97	83
    98	83
    99	83
   100	83
   101	83
   102	84
   103	84
   104	84
   105	84
   106	84
   107	84
   108	84
   109	84
   110	84
   111	84
   112	85
   113	85
   114	85
   115	85
   116	85
   117	85
   118	85
   119	86
   120	86
   121	86
   122	86
   123	86
   124	86
   125	86
   126	86
   127	86
   128	86
   129	86
   130	86
   131	86
   132	87
   133	87
   134	87
   135	87
   136	87
   137	87
   138	87
   139	87
   140	87
   141	87
   142	88
   143	88
   144	88
   145	88
   146	88
   147	88
   148	88
   149	88
   150	88
   151	88
   152	88
   153	88
   154	88
   155	88
   156	88
   157	88
   158	88
   159	89
   160	89
   161	89
   162	89
   163	89
   164	89
   165	89
   166	89
   167	89
   168	89
   169	89
   170	89
   171	89
   172	89
   173	89
   174	89
   175	89
   176	89
   177	89
   178	89
   179	90
   180	90
   181	90
   182	90
   183	90
   184	90
   185	90
   186	90
   187	90
   188	90
   189	90
   190	91
   191	91
   192	91
   193	91
   194	91
   195	91
   196	91
   197	91
   198	91
   199	91
   200	91
   201	91
   202	91
   203	91
   204	91
   205	92
   206	92
   207	92
   208	92
   209	92
   210	92
   211	92
   212	92
   213	92
   214	92
   215	92
   216	92
   217	92
   218	92
   219	92
   220	92
   221	92
   222	92
   223	92
   224	92
